	_id	name	date	lineages
68	pmid32485859	Coping with COVID-19: Exposure to COVID-19 and Negative Impact on Livelihood Predict Elevated Mental Health Problems in Chinese Adults.	2020-05-25 00:00:00	sars-cov-2 beta variant
47	pmid33304657	Evolutionary dynamics and geographic dispersal of beta coronaviruses in African bats.	2020-12-12 00:00:00	sars-cov-2 beta variant
23	2020.10.04.325423	GABA administration prevents severe illness and death following coronavirus infection in mice	2020-10-04 00:00:00	sars-cov-2 gamma variant
33	2020.05.18.20106245	SARS-CoV-2-reactive interferon-γ-producing CD8+ T cells in patients hospitalized with Coronavirus viral disease-2019	2020-05-26 00:00:00	sars-cov-2 gamma variant
86	pmid34179034	Abnormal Liver Function Tests Were Associated With Adverse Clinical Outcomes: An Observational Cohort Study of 2,912 Patients With COVID-19.	2021-06-29 00:00:00	sars-cov-2 gamma variant
53	2021.04.30.442194	SARS-CoV-2 spike protein induces brain pericyte immunoreactivity in absence of productive viral infection	2021-05-03 00:00:00	sars-cov-2 kappa variant
16	pmid32330414	The Architecture of SARS-CoV-2 Transcriptome.	2020-03-25 00:00:00	sars-cov-2 beta variant
23	pmid32943233	Endothelial injury and thrombotic microangiopathy in COVID-19: Treatment with the lectin-pathway inhibitor narsoplimab.	2020-10-01 00:00:00	sars-cov-2 gamma variant
66	2021.05.08.443253	SARS-CoV-2 B.1.617 emergence and sensitivity to vaccine-elicited antibodies	2021-05-09 00:00:00	sars-cov-2 delta variant
66	2021.05.08.443253	SARS-CoV-2 B.1.617 emergence and sensitivity to vaccine-elicited antibodies	2021-05-09 00:00:00	sars-cov-2 alpha variant
81	pmid34099051	Crucial mutation in the exoribonuclease domain of nsp14 of PEDV leads to high genetic instability during viral replication.	2021-06-11 00:00:00	sars-cov-2 beta variant
22	pmid34238372	Immunoinformatics approach for multi-epitope vaccine design against structural proteins and ORF1a polyprotein of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2).	2021-07-09 00:00:00	sars-cov-2 gamma variant
38	pmid32713118	Liver damage at admission is an independent prognostic factor for COVID-19.	2020-06-15 00:00:00	sars-cov-2 gamma variant
86	2020.11.15.20231985	Assessment of functional capacity with cardiopulmonary exercise testing in non-severe COVID-19 patients at three months follow-up	2020-11-16 00:00:00	sars-cov-2 beta variant
2	pmid32060933	2019_nCoV/SARS-CoV-2: rapid classification of betacoronaviruses and identification of Traditional Chinese Medicine as potential origin of zoonotic coronaviruses.	2020-02-10 00:00:00	sars-cov-2 beta variant
39	pmid32412679	Novel coronavirus disease 2019 (COVID-19) and neurodegenerative disorders.	2020-05-10 00:00:00	sars-cov-2 beta variant
41	2021.03.11.434764	Novel inhibition mechanism of SARS-CoV-2 main protease by ebselen and its derivatives	2021-03-11 00:00:00	sars-cov-2 beta variant
52	2021.02.18.21251986	Reported COVID-19 Incidence in Wisconsin High School Athletes During Fall 2020	2021-02-20 00:00:00	sars-cov-2 beta variant
50	pmid33556319	Peginterferon lambda for the treatment of outpatients with COVID-19: a phase 2, placebo-controlled randomised trial.	2020-12-03 00:00:00	sars-cov-2 lambda variant
63	2020.11.17.20231548	Meta-analysis of the SARS-CoV-2 serial interval and the impact of parameter uncertainty on the COVID-19 reproduction number	2020-11-18 00:00:00	sars-cov-2 gamma variant
79	pmid33300586	Prediction of Potential Respiratory Tract Infection from SARS-CoV-2 Through Hand-to-face Contact Transmission.	2020-12-10 00:00:00	sars-cov-2 beta variant
50	pmid32952690	Possible Nutritional Interventions in COVID 19.	2020-09-28 00:00:00	sars-cov-2 beta variant
71	pmid34072951	Neuropsychological Pattern in a Series of Post-Acute COVID-19 Patients in a Rehabilitation Unit: Retrospective Analysis and Correlation with Functional Outcomes.	2021-05-21 00:00:00	sars-cov-2 delta variant
19	pmid33200028	Mutations in the SARS-CoV-2 spike RBD are responsible for stronger ACE2 binding and poor anti-SARS-CoV mAbs cross-neutralization.	2020-11-02 00:00:00	sars-cov-2 beta variant
76	2021.06.02.446831	CD4+ T cell lymphopenia and dysfunction in severe COVID-19 disease is autocrine TNF-α/TNFRI-dependent	2021-06-03 00:00:00	sars-cov-2 kappa variant
99	pmid32529906	Serological differentiation between COVID-19 and SARS infections.	2020-12-18 00:00:00	sars-cov-2 beta variant
59	2020.04.14.20065821	Nature of transmission of Covid19 in India	2020-04-17 00:00:00	sars-cov-2 gamma variant
71	pmid33292691	Nrf2-interacting nutrients and COVID-19: time for research to develop adaptation strategies.	2020-12-12 00:00:00	sars-cov-2 kappa variant
77	pmid33189161	Safety and efficacy of inhaled nebulised interferon beta-1a (SNG001) for treatment of SARS-CoV-2 infection: a randomised, double-blind, placebo-controlled, phase 2 trial.	2020-10-16 00:00:00	sars-cov-2 beta variant
34	2020.04.30.20085316	Worldwide Effectiveness of Various Non-Pharmaceutical Intervention Control Strategies on the Global COVID-19 Pandemic: A Linearised Control Model	2020-05-05 00:00:00	sars-cov-2 beta variant
53	pmid33302072	Responses of decline in air pollution and recovery associated with COVID-19 lockdown in the Pearl River Delta.	2020-11-13 00:00:00	sars-cov-2 delta variant
73	pmid34095271	Evolution, Ecology, and Zoonotic Transmission of Betacoronaviruses: A Review.	2021-06-08 00:00:00	sars-cov-2 beta variant
51	2021.05.09.442808	A human antibody that broadly neutralizes betacoronaviruses protects against SARS-CoV-2 by blocking the fusion machinery	2021-05-10 00:00:00	sars-cov-2 beta variant
74	2020.04.16.20067553	Early forecasts of the evolution of the COVID-19 outbreaks and quantitative assessment of the effectiveness of countering measures.	2020-04-21 00:00:00	sars-cov-2 delta variant
86	pmid32473049	Estimation of the serial interval and basic reproduction number of COVID-19 in Qom, Iran, and three other countries: A data-driven analysis in the early phase of the outbreak.	2020-05-21 00:00:00	sars-cov-2 gamma variant
90	pmid32878641	SARS-CoV-2/COVID-19 and advances in developing potential therapeutics and vaccines to counter this emerging pandemic.	2020-12-18 00:00:00	sars-cov-2 beta variant
88	2021.06.12.448080	High efficacy of therapeutic equine hyperimmune antibodies against SARS CoV-2 variants of concern	2021-06-16 00:00:00	sars-cov-2 beta variant
88	2021.06.12.448080	High efficacy of therapeutic equine hyperimmune antibodies against SARS CoV-2 variants of concern	2021-06-16 00:00:00	lineage b.1.429
88	2021.06.12.448080	High efficacy of therapeutic equine hyperimmune antibodies against SARS CoV-2 variants of concern	2021-06-16 00:00:00	sars-cov-2 gamma variant
40	2020.08.10.20171454	Stochastic extinction of epidemics: how long does would it take for Sars-Cov-2 to die out?	2020-08-12 00:00:00	sars-cov-2 gamma variant
47	pmid33521076	An Insight Into COVID-19: A 21st Century Disaster and Its Relation to Immunocompetence and Food Antioxidants.	2021-02-02 00:00:00	sars-cov-2 beta variant
56	pmid33971088	Correlation between academic self-efficacy and burnout originating from distance learning among nursing students in Indonesia during the COVID-19 pandemic.	2021-05-10 00:00:00	sars-cov-2 gamma variant
59	2020.10.08.20209114	Antibody-dependent enhancement (ADE) of SARS-CoV-2 infection in recovered COVID-19 patients: studies based on cellular and structural biology analysis	2020-10-13 00:00:00	sars-cov-2 gamma variant
74	pmid32821033	SARS-CoV-2 growth, furin-cleavage-site adaptation and neutralization using serum from acutely infected hospitalized COVID-19 patients.	2020-08-21 00:00:00	sars-cov-2 beta variant
26	pmid32097725	Estimation of the reproductive number of novel coronavirus (COVID-19) and the probable outbreak size on the Diamond Princess cruise ship: A data-driven analysis.	2020-02-17 00:00:00	sars-cov-2 gamma variant
49	2021.01.04.20248897	IL-2 and IFN- are biomarkers of SARS-CoV-2 specific cellular response in whole blood stimulation assays	2021-01-08 00:00:00	sars-cov-2 gamma variant
88	2021.03.09.434696	Contribution of SARS-CoV-2 accessory proteins to viral pathogenicity in K18 hACE2 transgenic mice	2021-03-12 00:00:00	sars-cov-2 delta variant
45	pmid32792417	Convalescent Plasma Therapy for COVID-19: State of the Art.	2021-01-29 00:00:00	sars-cov-2 beta variant
69	pmid33251004	"""The psychological impact of COVID-19 on medical education of final year students in Pakistan: A cross-sectional study""."	2020-11-04 00:00:00	sars-cov-2 beta variant
50	2020.07.10.20151142	Perceived preparedness to respond to the COVID-19 pandemic: A study with healthcare workers in Ghana	2020-07-11 00:00:00	sars-cov-2 beta variant
59	pmid32437830	SARS-CoV-2 infection of the liver directly contributes to hepatic impairment in patients with COVID-19.	2020-04-27 00:00:00	sars-cov-2 gamma variant
0	pmid34177926	Antibody Responses to SARS-CoV-2 Following an Outbreak Among Marine Recruits With Asymptomatic or Mild Infection.	2021-07-05 00:00:00	sars-cov-2 beta variant
17	2021.05.26.21257862	Spatially refined time-varying reproduction numbers of SARS-CoV-2 in Arkansas and Kentucky and their relationship to population size and public health policy, March - November, 2020	2021-05-29 00:00:00	sars-cov-2 delta variant
65	2020.12.22.20248604	A longitudinal seroprevalence study in a large cohort of working adults reveals that neutralising SARS-CoV-2 RBD-specific antibodies persist for at least six months independent of the severity of symptoms	2020-12-22 00:00:00	sars-cov-2 kappa variant
98	2020.03.20.20039586	Anti-hypertensive Angiotensin II receptor blockers associated to mitigation of disease severity in elderly COVID-19 patients	2020-03-27 00:00:00	sars-cov-2 beta variant
8	pmid32454408	COVID-19 as a STING disorder with delayed over-secretion of interferon-beta.	2021-01-10 00:00:00	sars-cov-2 beta variant
95	pmid32788148	Rapid Deployment of a Free, Privacy-Assured COVID-19 Symptom Tracker for Public Safety During Reopening: System Development and Feasibility Study.	2020-06-30 00:00:00	sars-cov-2 beta variant
99	pmid33026741	Interferon Beta-1b and Lopinavir-Ritonavir for Middle East Respiratory Syndrome.	2020-11-03 00:00:00	sars-cov-2 beta variant
71	pmid33563543	Interferons and other cytokines, genetics and beyond in COVID-19 and autoimmunity.	2021-01-22 00:00:00	sars-cov-2 beta variant
98	pmid33193281	Corrigendum: Identification of Diverse Bat Alphacoronaviruses and Betacoronaviruses in China Provides New Insights Into the Evolution and Origin of Coronavirus-Related Diseases.	2020-11-16 00:00:00	sars-cov-2 beta variant
4	pmid33198287	SARS-CoV-2 Proteins Induce IFNG in Th1 Lymphocytes Generated from CD4+ Cells from Healthy, Unexposed Polish Donors.	2020-11-02 00:00:00	sars-cov-2 gamma variant
10	pmid33282694	Animal coronaviruses and coronavirus disease 2019: Lesson for One Health approach.	2020-12-08 00:00:00	sars-cov-2 beta variant
10	pmid33282694	Animal coronaviruses and coronavirus disease 2019: Lesson for One Health approach.	2020-12-08 00:00:00	sars-cov-2 gamma variant
10	pmid33282694	Animal coronaviruses and coronavirus disease 2019: Lesson for One Health approach.	2020-12-08 00:00:00	sars-cov-2 delta variant
23	pmid33840835	Rational Design of Flavonoid based Potential inhibitors targeting SARS-CoV 3CL protease for the Treatment of COVID-19.	2021-03-23 00:00:00	sars-cov-2 gamma variant
5	pmid32905655	Susceptibility to COVID-19 in populations with health disparities: Posited involvement of mitochondrial disorder, socioeconomic stress, and pollutants.	2020-07-30 00:00:00	sars-cov-2 beta variant
87	pmid33617597	Validation of the STANDARD Q COVID-19 antigen test in Vojvodina, Serbia.	2021-02-22 00:00:00	sars-cov-2 kappa variant
6	pmid32355114	Improper use of germicidal range ultraviolet lamp for household disinfection leading to phototoxicity in COVID-19 suspects.	2020-05-01 00:00:00	sars-cov-2 beta variant
37	2020.12.01.20242099	Is the end near? When the different countries will surmount COVID-19 pandemic: new approach applying physical, mathematical and game theory models.	2020-12-03 00:00:00	sars-cov-2 delta variant
46	2021.07.06.451119	Nonclinical Safety and Immunogenicity of an rVSV-ΔG-SARS-CoV-2-S vaccine in mice, hamsters, rabbits and pigs	2021-07-07 00:00:00	sars-cov-2 delta variant
59	2020.07.28.226092	Direct exposure to SARS-CoV-2 and cigarette smoke increases infection severity and alters the stemcell-derived airway repair response	2020-07-29 00:00:00	sars-cov-2 beta variant
98	2021.07.01.450676	Neutralization of Delta variant with sera of Covishield vaccinees and COVID-19 recovered vaccinated individuals	2021-07-02 00:00:00	sars-cov-2 delta variant
98	2021.07.01.450676	Neutralization of Delta variant with sera of Covishield vaccinees and COVID-19 recovered vaccinated individuals	2021-07-02 00:00:00	sars-cov-2 kappa variant
9	pmid34046161	Mechanisms of SARS-CoV-2-induced lung vascular disease: potential role of complement.	2021-05-28 00:00:00	sars-cov-2 beta variant
28	2020.05.29.20109785	Endotoxemia and circulating bacteriome in severe COVID-19 patients	2020-06-02 00:00:00	sars-cov-2 beta variant
33	2020.08.02.232892	A New Model of SARS-CoV-2 Infection Based on (Hydroxy)Chloroquine Activity	2020-08-02 00:00:00	sars-cov-2 beta variant
56	2021.03.23.21253503	The role of classroom volume, natural ventilation and voice reduction in transmission risk of SARS-CoV2 in schools	2021-03-24 00:00:00	sars-cov-2 gamma variant
43	pmid34179330	Furin cleavage sites in the spike proteins of bat and rodent coronaviruses: Implications for virus evolution and zoonotic transfer from rodent species.	2021-06-29 00:00:00	sars-cov-2 beta variant
61	2020.12.14.20248163	Are commercial antibody assays substantially underestimating SARS-CoV-2 ever infection? An analysis on a population-based sample in a high exposure setting	2020-12-14 00:00:00	sars-cov-2 kappa variant
55	pmid33711693	Head-to-head comparison of two rapid high-throughput automated electrochemiluminescence immunoassays targeting total antibodies to the SARS-CoV-2 nucleoprotein and spike protein receptor binding domain.	2021-02-23 00:00:00	sars-cov-2 kappa variant
70	pmid32750697	Disinfecting Gamma Gantry during the Coronavirus Pandemic: Another Area 51.	2020-09-28 00:00:00	sars-cov-2 gamma variant
92	2020.05.22.111344	Predicting wildlife hosts of betacoronaviruses for SARS-CoV-2 sampling prioritization	2020-05-23 00:00:00	sars-cov-2 beta variant
94	pmid33675263	Efficiency and satisfaction with telephone consultation of follow-up patients in neuro-urology: Experience of the COVID-19 pandemic.	2021-02-24 00:00:00	sars-cov-2 kappa variant
6	pmid33430924	Testing the efficacy and safety of BIO101, for the prevention of respiratory deterioration, in patients with COVID-19 pneumonia (COVA study): a structured summary of a study protocol for a randomised controlled trial.	2021-01-14 00:00:00	sars-cov-2 gamma variant
19	pmid32337143	Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2): An Update.	2020-09-28 00:00:00	sars-cov-2 beta variant
19	pmid32337143	Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2): An Update.	2020-09-28 00:00:00	sars-cov-2 gamma variant
19	pmid32337143	Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2): An Update.	2020-09-28 00:00:00	sars-cov-2 delta variant
79	2020.05.04.076281	Global genetic patterns reveal host tropism versus cross-taxon transmission of bat Betacoronaviruses	2020-05-05 00:00:00	sars-cov-2 beta variant
81	2020.08.04.20167643	Comparative Evaluation of Three Serologic Assays for the Identification of SARS-CoV-2 Antibodies	2020-08-05 00:00:00	sars-cov-2 kappa variant
30	pmid34131209	Design and in silico validation of polymerase chain reaction primers to detect severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).	2021-06-21 00:00:00	sars-cov-2 beta variant
